id,id_v2,category,level,question,answer_status,answer_type,answer,unknown_reason,evidence,pipeline_version,files
ACL_APPLIED_INTERFACES_LIST_leaf3,acl_applied_interfaces_list:6a7c231d8b,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=leaf3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
ACL_APPLIED_INTERFACES_LIST_leaf4,acl_applied_interfaces_list:45a2dbebe1,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=leaf4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
ACL_APPLIED_INTERFACES_LIST_pe1,acl_applied_interfaces_list:4f36bb8808,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=pe1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
ACL_APPLIED_INTERFACES_LIST_p1,acl_applied_interfaces_list:980d4425bd,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=p1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
ACL_APPLIED_INTERFACES_LIST_p3,acl_applied_interfaces_list:40d255b5d8,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=p3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
ACL_APPLIED_INTERFACES_LIST_leaf2,acl_applied_interfaces_list:6e35c43dba,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=leaf2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
PREFIX_LIST_COUNT_pe2,prefix_list_count:3603999311,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=pe2. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
PREFIX_LIST_COUNT_leaf4,prefix_list_count:45a2dbebe1,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=leaf4. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
PREFIX_LIST_COUNT_leaf2,prefix_list_count:6e35c43dba,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=leaf2. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
PREFIX_LIST_COUNT_p1,prefix_list_count:980d4425bd,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=p1. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
PREFIX_LIST_COUNT_p4,prefix_list_count:8eb660897d,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=p4. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
PREFIX_LIST_COUNT_p2,prefix_list_count:f84ad4329a,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=p2. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
PREFIX_LIST_COUNT_pe1,prefix_list_count:4f36bb8808,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=pe1. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
PREFIX_LIST_COUNT_leaf3,prefix_list_count:6a7c231d8b,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=leaf3. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
PREFIX_LIST_COUNT_p3,prefix_list_count:40d255b5d8,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=p3. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
PREFIX_LIST_COUNT_leaf1,prefix_list_count:f3e677391b,Configuration_Check,L1,"For metric 'prefix_list_count', provide the result for host=leaf1. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""prefix_list_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
ROUTE_MAP_COUNT_pe1,route_map_count:4f36bb8808,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=pe1. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
ROUTE_MAP_COUNT_leaf2,route_map_count:6e35c43dba,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=leaf2. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
ROUTE_MAP_COUNT_pe2,route_map_count:3603999311,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=pe2. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
ROUTE_MAP_COUNT_p3,route_map_count:40d255b5d8,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=p3. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
ROUTE_MAP_COUNT_leaf3,route_map_count:6a7c231d8b,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=leaf3. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
ROUTE_MAP_COUNT_leaf4,route_map_count:45a2dbebe1,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=leaf4. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
ROUTE_MAP_COUNT_p1,route_map_count:980d4425bd,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=p1. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
ROUTE_MAP_COUNT_p2,route_map_count:f84ad4329a,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=p2. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
ROUTE_MAP_COUNT_p4,route_map_count:8eb660897d,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=p4. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
ROUTE_MAP_COUNT_leaf1,route_map_count:f3e677391b,Configuration_Check,L1,"For metric 'route_map_count', provide the result for host=leaf1. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""route_map_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
QOS_CLASS_MAPS_LIST_p1,qos_class_maps_list:980d4425bd,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=p1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
QOS_CLASS_MAPS_LIST_p3,qos_class_maps_list:40d255b5d8,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=p3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
QOS_CLASS_MAPS_LIST_leaf1,qos_class_maps_list:f3e677391b,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=leaf1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
QOS_CLASS_MAPS_LIST_pe1,qos_class_maps_list:4f36bb8808,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=pe1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
QOS_CLASS_MAPS_LIST_leaf2,qos_class_maps_list:6e35c43dba,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=leaf2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
QOS_CLASS_MAPS_LIST_leaf4,qos_class_maps_list:45a2dbebe1,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=leaf4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
QOS_CLASS_MAPS_LIST_p4,qos_class_maps_list:8eb660897d,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=p4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
QOS_CLASS_MAPS_LIST_leaf3,qos_class_maps_list:6a7c231d8b,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=leaf3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
QOS_CLASS_MAPS_LIST_p2,qos_class_maps_list:f84ad4329a,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=p2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
QOS_CLASS_MAPS_LIST_pe2,qos_class_maps_list:3603999311,Configuration_Check,L1,"For metric 'qos_class_maps_list', provide the result for host=pe2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""qos_class_maps_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
NETFLOW_MONITORS_LIST_leaf4,netflow_monitors_list:45a2dbebe1,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=leaf4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
NETFLOW_MONITORS_LIST_p4,netflow_monitors_list:8eb660897d,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=p4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
NETFLOW_MONITORS_LIST_leaf2,netflow_monitors_list:6e35c43dba,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=leaf2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
NETFLOW_MONITORS_LIST_p3,netflow_monitors_list:40d255b5d8,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=p3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
NETFLOW_MONITORS_LIST_p2,netflow_monitors_list:f84ad4329a,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=p2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
NETFLOW_MONITORS_LIST_leaf3,netflow_monitors_list:6a7c231d8b,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=leaf3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
NETFLOW_MONITORS_LIST_pe2,netflow_monitors_list:3603999311,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=pe2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
NETFLOW_MONITORS_LIST_p1,netflow_monitors_list:980d4425bd,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=p1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
NETFLOW_MONITORS_LIST_leaf1,netflow_monitors_list:f3e677391b,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=leaf1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
NETFLOW_MONITORS_LIST_pe1,netflow_monitors_list:4f36bb8808,Configuration_Check,L1,"For metric 'netflow_monitors_list', provide the result for host=pe1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""netflow_monitors_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
INTERFACES_MISSING_DESCRIPTION_COUNT_p3,interfaces_missing_description_count:40d255b5d8,Configuration_Check,L1,"For metric 'interfaces_missing_description_count', provide the result for host=p3. [Answer format: integer number]",OK,number,5,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interfaces_missing_description_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
INTERFACES_MISSING_DESCRIPTION_COUNT_leaf3,interfaces_missing_description_count:6a7c231d8b,Configuration_Check,L1,"For metric 'interfaces_missing_description_count', provide the result for host=leaf3. [Answer format: integer number]",OK,number,4,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interfaces_missing_description_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
INTERFACES_MISSING_DESCRIPTION_COUNT_p4,interfaces_missing_description_count:8eb660897d,Configuration_Check,L1,"For metric 'interfaces_missing_description_count', provide the result for host=p4. [Answer format: integer number]",OK,number,5,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interfaces_missing_description_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
INTERFACES_MISSING_DESCRIPTION_COUNT_pe2,interfaces_missing_description_count:3603999311,Configuration_Check,L1,"For metric 'interfaces_missing_description_count', provide the result for host=pe2. [Answer format: integer number]",OK,number,5,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interfaces_missing_description_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
INTERFACES_MISSING_DESCRIPTION_COUNT_pe1,interfaces_missing_description_count:4f36bb8808,Configuration_Check,L1,"For metric 'interfaces_missing_description_count', provide the result for host=pe1. [Answer format: integer number]",OK,number,5,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interfaces_missing_description_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
INTERFACES_MISSING_DESCRIPTION_COUNT_leaf2,interfaces_missing_description_count:6e35c43dba,Configuration_Check,L1,"For metric 'interfaces_missing_description_count', provide the result for host=leaf2. [Answer format: integer number]",OK,number,4,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interfaces_missing_description_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
